holc_id,holc_grade,Can_P,Sum_poptot,Sum_whiten,Sum_blackn,Sum_asiann,Sum_latinx,Sum_pop25,Sum_lesshs,Sum_hsdeg,Sum_bachup,Sum_occ,Sum_ownocc,Sum_rentoc,Sum_povsta,Sum_povbel,city,grade,pcan,pwhitenh,pblacknh,pasiannh,platinx,plesshs,pbachup,pown,ppov,pmin
D2,D,20.591438,9460,3887,4562,240,196,6757,783,2641,3333,4720,1262,3458,9366,1770,Charlotte,D,20.591438,41.088795,48.224102,2.5369978,2.0718815,11.587983,49.326626,26.737288,18.898142,58.911205
D3,D,16.276072,4082,2144,1435,199,140,2868,155,803,1910,2322,385,1937,3988,963,Charlotte,D,16.276072,52.523273,35.154335,4.875061,3.4296913,5.4044628,66.596931,16.580534,24.147442,47.476727
D4,D,48.553078,1067,537,376,49,48,875,63,320,492,577,205,372,1067,168,Charlotte,D,48.553078,50.328022,35.238987,4.5923147,4.4985943,7.1999998,56.228573,35.528595,15.74508,49.671978
D5,D,16.620022,5843,2464,2911,193,119,4282,570,1554,2158,3079,709,2370,5749,1255,Charlotte,D,16.620022,42.170116,49.820297,3.3030977,2.0366249,13.311537,50.397011,23.026957,21.829884,57.829884
D6,D,34.224945,13840,3770,8697,333,618,9146,1215,4250,3681,6393,1770,4623,12399,3704,Charlotte,D,34.224945,27.239885,62.839596,2.4060693,4.4653177,13.284496,40.247101,27.686533,29.873377,72.760117
D7,D,35.938713,3033,1004,1450,86,379,1524,167,494,863,1238,261,977,2198,568,Charlotte,D,35.938713,33.102539,47.807453,2.8354764,12.495878,10.958005,56.627296,21.082392,25.841675,66.897461
D8,D,11.068514,7863,5230,1287,185,775,5412,132,876,4404,4357,888,3469,7237,765,Charlotte,D,11.068514,66.514053,16.367798,2.3527915,9.8562889,2.4390244,81.374725,20.380997,10.570679,33.485947
D9,D,17.026453,6767,3983,2179,68,417,5054,508,1426,3120,3693,658,3035,6762,1543,Charlotte,D,17.026453,58.859169,32.200386,1.0048766,6.1622581,10.051444,61.73328,17.817493,22.818693,41.140831
A1,A,58.89072,2059,1582,115,149,180,957,0,98,859,471,333,138,1160,36,Chicago,A,58.89072,76.833412,5.5852356,7.2365227,8.7421074,0,89.759666,70.700638,3.1034484,23.166588
A10,A,59.091881,3360,2911,143,59,202,2068,0,206,1862,1162,1098,64,3360,12,Chicago,A,59.091881,86.636902,4.2559524,1.7559524,6.0119047,0,90.038681,94.492256,.35714287,13.363098
A11,A,60.887051,2304,2127,0,91,43,1551,8,149,1394,833,816,17,2304,56,Chicago,A,60.887051,92.317711,0,3.9496527,1.8663194,.51579624,89.877495,97.959183,2.4305556,7.6822891
A12,A,57.78297,3381,3042,0,178,107,2288,8,167,2113,1201,1147,54,3381,149,Chicago,A,57.78297,89.973381,0,5.2647147,3.1647441,.34965035,92.351402,95.503746,4.40698,10.026619
A13,A,60.800362,2883,2398,53,225,162,1833,5,233,1595,1013,931,82,2883,85,Chicago,A,60.800362,83.177246,1.8383628,7.8043704,5.6191468,.27277687,87.015823,91.905235,2.9483178,16.822754
A14,A,54.780159,2439,2165,0,137,97,1609,4,77,1528,834,783,51,2439,130,Chicago,A,54.780159,88.765884,0,5.6170564,3.9770398,.24860162,94.96582,93.884895,5.3300533,11.234116
A15,A,59.371624,5900,5338,14,244,141,3542,31,245,3266,1915,1708,207,5873,214,Chicago,A,59.371624,90.474579,.23728813,4.1355934,2.3898306,.87521172,92.207794,89.190598,3.6437936,9.5254211
A16,A,57.031654,6127,5493,0,260,153,3859,22,235,3602,2050,1905,145,6127,179,Chicago,A,57.031654,89.652359,0,4.2435122,2.4971437,.5700959,93.34024,92.926826,2.921495,10.347641
A17,A,59.588478,6332,5570,39,277,377,4154,38,680,3436,2245,2082,163,6332,411,Chicago,A,59.588478,87.965889,.61591911,4.3746052,5.9538851,.91478091,82.715454,92.739418,6.49084,12.034111
A18,A,47.624519,4955,4369,31,316,160,3062,33,348,2681,1648,1472,176,4955,144,Chicago,A,47.624519,88.173561,.62563068,6.3773966,3.2290616,1.077727,87.557152,89.320389,2.9061553,11.826439
A19,A,51.031914,5239,4704,19,344,69,3258,43,295,2920,1702,1618,84,5239,136,Chicago,A,51.031914,89.788124,.36266464,6.5661387,1.3170452,1.3198282,89.625534,95.064629,2.5959153,10.211876
A2,A,57.196091,3970,3275,115,222,320,2266,46,327,1893,1169,911,258,3039,83,Chicago,A,57.196091,82.493706,2.8967254,5.5919394,8.0604534,2.0300088,83.539276,77.929855,2.7311616,17.506294
A20,A,50.191452,4913,4397,0,208,155,3232,18,238,2976,1739,1664,75,4908,102,Chicago,A,50.191452,89.497253,0,4.2336659,3.1548951,.55693072,92.079208,95.68718,2.0782397,10.502747
A21,A,49.417198,10199,8279,122,1078,489,6871,126,1374,5371,3692,3320,372,10199,454,Chicago,A,49.417198,81.174622,1.1961957,10.569664,4.7945876,1.8337942,78.169113,89.924164,4.451417,18.825378
A22,A,51.174511,3735,3285,31,291,33,2345,59,267,2019,1227,1168,59,3735,84,Chicago,A,51.174511,87.951805,.82998663,7.7911649,.88353413,2.5159914,86.098083,95.191521,2.248996,12.048195
A23,A,56.802784,3052,2697,18,155,148,2076,18,131,1927,1056,1026,30,3052,58,Chicago,A,56.802784,88.368286,.58977717,5.0786371,4.8492789,.86705202,92.822739,97.159088,1.9003931,11.631714
A24,A,44.301102,3188,2720,42,253,53,2111,42,180,1889,1208,1085,123,3183,138,Chicago,A,44.301102,85.319946,1.3174404,7.9360099,1.6624843,1.9895784,89.483658,89.817879,4.3355327,14.680054
A25,A,54.483559,10407,8869,491,365,391,7255,136,1304,5815,4032,3379,653,10040,247,Chicago,A,54.483559,85.221489,4.7179785,3.5072548,3.7570865,1.8745693,80.151619,83.804565,2.4601593,14.778511
A26,A,64.03418,3853,3341,57,264,88,2308,37,190,2081,1250,1209,41,3381,123,Chicago,A,64.03418,86.711655,1.4793668,6.8518038,2.2839346,1.6031196,90.164642,96.720001,3.6379769,13.288345
A27,A,42.67366,1154,933,0,139,68,980,33,261,686,480,480,0,1154,46,Chicago,A,42.67366,80.84922,0,12.045061,5.8925476,3.367347,70,100,3.9861352,19.15078
A28,A,49.404449,14861,11117,261,1666,1389,10768,564,3961,6243,5286,4751,535,14506,735,Chicago,A,49.404449,74.806541,1.7562748,11.210551,9.346612,5.2377415,57.977341,89.878929,5.0668688,25.193459
A29,A,40.099518,8783,6043,73,1080,1252,6112,417,2023,3672,3234,2881,353,8779,574,Chicago,A,40.099518,68.803368,.83115107,12.296482,14.25481,6.8226438,60.078533,89.084724,6.5383301,31.196632
A3,A,66.178787,4760,3973,25,155,331,3168,38,530,2600,1713,1513,200,4760,68,Chicago,A,66.178787,83.466385,.52521008,3.2563026,6.9537816,1.199495,82.070709,88.324577,1.4285715,16.533615
A30,A,11.92078,20428,15311,596,1954,1999,16533,164,3366,13003,12709,5607,7102,20399,1612,Chicago,A,11.92078,74.95105,2.9175642,9.5653028,9.7855883,.99195546,78.648766,44.11834,7.902348,25.04895
A31,A,35.947109,9544,5773,771,458,2248,6828,411,3697,2720,3557,2822,735,9264,668,Chicago,A,35.947109,60.488266,8.0783739,4.7988267,23.554066,6.0193319,39.835968,79.336517,7.2107081,39.511734
A32,A,45.54253,8453,5417,1172,384,1177,5362,221,1772,3369,2917,2190,727,7534,717,Chicago,A,45.54253,64.083755,13.8649,4.5427661,13.92405,4.1215963,62.831032,75.077133,9.5168571,35.916245
A33,A,50.543491,4786,3904,213,254,325,2838,49,558,2231,1484,1365,119,3931,184,Chicago,A,50.543491,81.571251,4.4504805,5.3071461,6.7906394,1.726568,78.611702,91.981133,4.6807427,18.428749
A34,A,19.258423,10997,8822,271,1099,268,9768,66,1931,7771,6552,3889,2663,10997,572,Chicago,A,19.258423,80.221878,2.4643085,9.9936342,2.4370282,.67567569,79.555695,59.355923,5.2014184,19.778122
A35,A,66.164749,2678,1356,962,0,256,1675,59,805,811,905,757,148,2678,31,Chicago,A,66.164749,50.634804,35.922329,0,9.5593729,3.522388,48.417912,83.646408,1.1575803,49.365196
A36,A,35.977013,5280,2805,1747,5,543,3458,76,1471,1911,1743,1561,182,5280,189,Chicago,A,35.977013,53.125,33.08712,.094696969,10.284091,2.1978023,55.263157,89.558235,3.5795455,46.875
A37,A,52.280136,5990,3435,2046,50,302,4356,97,1634,2625,2285,1926,359,5990,56,Chicago,A,52.280136,57.345577,34.156929,.83472455,5.0417361,2.2268136,60.261707,84.288841,.93489146,42.654423
A4,A,65.114471,5505,4843,4,53,412,3799,92,794,2913,2033,1704,329,5499,420,Chicago,A,65.114471,87.974571,.072661214,.9627611,7.4841056,2.42169,76.67807,83.817017,7.6377525,12.025429
A5,A,70.149857,3285,3134,0,34,52,2330,7,315,2008,1200,1124,76,3285,269,Chicago,A,70.149857,95.403351,0,1.0350076,1.5829529,.3004292,86.18026,93.666664,8.1887369,4.5966492
A6,A,60.106632,7115,6205,63,278,393,5055,20,574,4461,2731,2634,97,7115,149,Chicago,A,60.106632,87.210121,.88545328,3.9072382,5.5235419,.39564788,88.24926,96.448189,2.0941672,12.789879
A7,A,69.081268,3376,3101,0,49,66,2379,4,339,2036,1283,1229,54,3376,187,Chicago,A,69.081268,91.854263,0,1.4514219,1.9549763,.16813788,85.582176,95.791115,5.5390997,8.1457367
A8,A,55.435276,3701,3236,206,142,117,2494,0,323,2171,1366,1295,71,3701,73,Chicago,A,55.435276,87.435829,5.5660634,3.8368008,3.1613078,0,87.04892,94.802345,1.9724399,12.564171
A9,A,62.575268,942,877,0,41,10,679,4,90,585,367,364,3,942,19,Chicago,A,62.575268,93.099785,0,4.3524418,1.0615711,.58910161,86.156113,99.182564,2.0169852,6.9002151
B1,B,63.130562,3096,2874,14,38,78,2023,21,387,1615,1089,912,177,3096,94,Chicago,B,63.130562,92.82946,.45219639,1.2273902,2.5193799,1.0380623,79.831932,83.746559,3.0361757,7.1705399
B10,B,64.19075,1992,1804,9,53,112,1395,1,332,1062,817,627,190,1992,120,Chicago,B,64.19075,90.562248,.45180723,2.6606426,5.6224899,.071684591,76.129036,76.744186,6.0240965,9.4377518
B100,B,24.33938,2394,1316,74,0,1004,1386,146,669,571,885,429,456,2394,793,Chicago,B,24.33938,54.97076,3.0910609,0,41.938179,10.533911,41.197693,48.474575,33.124477,45.02924
B101,B,51.160709,6470,4721,127,198,1312,4576,277,2196,2103,2263,1749,514,6392,385,Chicago,B,51.160709,72.967545,1.9629058,3.0602782,20.278208,6.0533218,45.957169,77.286789,6.0231538,27.032455
B102,B,54.036201,2891,2081,137,170,414,2016,40,799,1177,1058,690,368,2849,150,Chicago,B,54.036201,71.98201,4.7388449,5.8803182,14.320304,1.9841269,58.382938,65.217392,5.2650051,28.01799
B103,B,48.930397,4519,3572,137,81,651,3232,59,1327,1846,1694,1374,320,4477,214,Chicago,B,48.930397,79.044037,3.0316441,1.792432,14.405842,1.825495,57.116337,81.109802,4.7799864,20.955963
B104,B,44.947281,6547,4773,102,46,1554,4575,255,1885,2435,2506,1965,541,6547,383,Chicago,B,44.947281,72.903618,1.5579655,.70261186,23.736063,5.5737705,53.224045,78.411812,5.8500075,27.096382
B105,B,51.063599,5024,3982,67,168,759,3379,53,1223,2103,1749,1274,475,5024,263,Chicago,B,51.063599,79.259552,1.3335987,3.3439491,15.107484,1.5685114,62.237347,72.841621,5.2348728,20.740448
B106,B,62.560726,3298,2008,185,82,960,2311,198,895,1218,1393,726,667,3298,236,Chicago,B,62.560726,60.885384,5.6094604,2.4863553,29.108551,8.5677195,52.704456,52.117733,7.1558518,39.114616
B107,B,22.584888,11451,4078,5006,1362,550,8775,298,1860,6617,6758,2657,4101,11175,1810,Chicago,B,22.584888,35.61261,43.716705,11.894157,4.8030739,3.3960114,75.40741,39.316364,16.196869,64.38739
B108,B,21.15881,7109,137,6803,0,59,4716,564,3140,1012,3252,636,2616,7082,2999,Chicago,B,21.15881,1.9271346,95.695595,0,.82993388,11.959288,21.458864,19.557196,42.346794,98.072868
B109,B,43.664715,5646,149,5110,0,287,4173,448,2727,998,2739,401,2338,5646,1925,Chicago,B,43.664715,2.6390364,90.506554,0,5.0832448,10.735682,23.915648,14.64038,34.094936,97.360962
B11,B,53.962349,8079,7443,48,311,250,5602,28,1173,4401,3151,2733,418,8014,322,Chicago,B,53.962349,92.127739,.59413296,3.8494864,3.0944424,.49982148,78.561226,86.734367,4.0179687,7.872261
B110,B,16.146612,11657,372,10755,90,243,8766,800,5248,2718,6419,1311,5108,11657,3281,Chicago,B,16.146612,3.1912155,92.262161,.77206826,2.0845845,9.1261692,31.006161,20.423742,28.146179,96.808784
B111,B,21.66567,18735,581,17062,46,711,12850,1267,8507,3076,8316,1565,6751,18069,6385,Chicago,B,21.66567,3.1011477,91.07019,.24552976,3.7950361,9.8599224,23.937744,18.819143,35.336765,96.898849
B112,B,32.219738,3576,202,3137,0,206,2599,191,1627,781,1260,1162,98,3271,85,Chicago,B,32.219738,5.6487694,87.723717,0,5.7606263,7.3489804,30.050018,92.222221,2.5985937,94.351227
B113,B,8.58181,7978,57,7626,0,190,5130,873,3665,592,3155,938,2217,7892,2534,Chicago,B,8.58181,.71446478,95.587868,0,2.3815494,17.017544,11.539961,29.730587,32.108463,99.285538
B114,B,13.959173,9811,72,9423,0,198,6943,1377,4760,806,4007,1372,2635,9713,2428,Chicago,B,13.959173,.73387015,96.045258,0,2.0181429,19.832926,11.608814,34.240078,24.997427,99.266129
B115,B,14.638795,7351,233,6979,103,0,5344,1018,3284,1042,2789,1009,1780,7351,2317,Chicago,B,14.638795,3.1696367,94.939461,1.4011699,0,19.0494,19.498503,36.177841,31.519522,96.83036
B116,B,29.271717,3643,1200,2174,59,107,2737,134,1321,1282,1517,1107,410,3643,222,Chicago,B,29.271717,32.939884,59.67609,1.6195444,2.9371397,4.8958712,46.839607,72.972977,6.0938787,67.06012
B117,B,21.885263,9463,175,9009,43,205,6723,632,4654,1437,3696,2017,1679,9262,1898,Chicago,B,21.885263,1.8493078,95.20237,.45440134,2.166332,9.4005651,21.374386,54.57251,20.492334,98.150696
B118,B,24.599941,13738,143,13244,109,125,9971,944,5957,3070,6028,3739,2289,13738,2499,Chicago,B,24.599941,1.0409085,96.404137,.79341972,.90988499,9.4674559,30.789289,62.027206,18.19042,98.959091
B119,B,19.117735,9828,201,9315,56,86,7006,610,4599,1797,4835,1356,3479,9828,2778,Chicago,B,19.117735,2.045177,94.78022,.56980056,.8750509,8.7068224,25.649443,28.045502,28.266178,97.954826
B12,B,58.643429,5584,4836,259,165,279,3645,5,476,3164,2014,1882,132,5584,144,Chicago,B,58.643429,86.604584,4.6382523,2.9548712,4.9964185,.1371742,86.803841,93.445877,2.5787966,13.395416
B120,B,21.647646,11584,264,10896,56,166,8072,1309,5254,1509,5770,1067,4703,11584,3810,Chicago,B,21.647646,2.2790055,94.060776,.48342541,1.4330111,16.216551,18.694252,18.492201,32.890194,97.720993
B121,B,24.698509,10463,128,10096,70,9,7386,794,4589,2003,4268,2650,1618,10463,2393,Chicago,B,24.698509,1.2233585,96.492401,.66902417,.086017393,10.750068,27.118874,62.089973,22.871069,98.776642
B122,B,23.856525,20548,12839,4340,277,2810,13655,739,7861,5055,7099,5617,1482,19720,1351,Chicago,B,23.856525,62.482967,21.121277,1.3480631,13.675297,5.4119372,37.019405,79.123817,6.8509126,37.517033
B123,B,35.60165,4327,3812,100,38,328,2904,91,1218,1595,1651,1485,166,4320,91,Chicago,B,35.60165,88.097992,2.31107,.87820661,7.5803099,3.1336088,54.924244,89.945488,2.1064816,11.902008
B124,B,46.259804,12874,6748,4426,116,1135,8991,255,4098,4638,4770,3605,1165,12865,662,Chicago,B,46.259804,52.415722,34.379368,.90104085,8.8162184,2.8361695,51.584919,75.576523,5.1457443,47.584278
B125,B,49.151741,9447,3207,5456,17,447,6683,475,3248,2960,3877,2169,1708,9135,979,Chicago,B,49.151741,33.947285,57.753784,.17995131,4.7316608,7.1075864,44.291485,55.94532,10.717023,66.052719
B126,B,49.80043,3547,918,2300,5,276,2666,303,1448,915,1325,886,439,3207,231,Chicago,B,49.80043,25.881025,64.843529,.1409642,7.7812238,11.365341,34.321079,66.867928,7.2029934,74.118973
B127,B,25.685915,4256,106,3983,0,109,3289,504,2093,692,1388,1046,342,3988,766,Chicago,B,25.685915,2.4906015,93.585526,0,2.5610902,15.323807,21.039829,75.360229,19.207623,97.509399
B128,B,26.327032,5001,195,4492,0,130,3849,474,2615,760,1680,1121,559,4692,761,Chicago,B,26.327032,3.8992202,89.822037,0,2.5994802,12.314887,19.745388,66.726189,16.219097,96.100777
B129,B,18.604849,10251,110,9861,70,84,7149,804,4527,1818,3985,2363,1622,10099,1949,Chicago,B,18.604849,1.073066,96.195496,.6828602,.81943226,11.246328,25.43013,59.297363,19.298941,98.926933
B13,B,60.421413,3381,3042,0,178,107,2288,8,167,2113,1201,1147,54,3381,149,Chicago,B,60.421413,89.973381,0,5.2647147,3.1647441,.34965035,92.351402,95.503746,4.40698,10.026619
B130,B,28.41407,4506,230,3686,0,254,2588,342,1813,433,1557,824,733,4506,1043,Chicago,B,28.41407,5.1043053,81.80204,0,5.6369286,13.214838,16.731066,52.922287,23.146915,94.895691
B131,B,30.009609,8559,226,7541,16,536,5280,607,3988,685,3097,1655,1442,8559,2019,Chicago,B,30.009609,2.6404953,88.106087,.18693772,6.262414,11.496212,12.973485,53.438812,23.589205,97.359505
B132,B,22.501534,3800,804,2108,0,872,2353,400,1675,278,1391,844,547,3800,921,Chicago,B,22.501534,21.157894,55.473682,0,22.947369,16.999575,11.814705,60.675774,24.236841,78.842102
B14,B,61.829845,5841,5080,53,323,262,3636,36,372,3228,2029,1798,231,5814,184,Chicago,B,61.829845,86.971413,.90737885,5.5298748,4.4855332,.99009901,88.778877,88.615082,3.1647747,13.028587
B15,B,42.168507,2281,1813,27,149,284,1632,19,505,1108,969,849,120,2281,286,Chicago,B,42.168507,79.482681,1.1836914,6.5322227,12.45068,1.1642157,67.892159,87.616096,12.538361,20.517319
B16,B,65.476486,4465,3999,14,244,100,2724,31,200,2493,1497,1322,175,4438,142,Chicago,B,65.476486,89.563271,.31354985,5.4647255,2.2396417,1.1380323,91.519821,88.309952,3.1996396,10.436729
B17,B,66.143669,1077,915,0,87,64,737,0,18,719,368,331,37,1077,93,Chicago,B,66.143669,84.958214,0,8.0779943,5.9424329,0,97.557663,89.945656,8.6350975,15.041786
B18,B,63.611046,5470,4860,0,183,244,3436,31,316,3089,1879,1537,342,5443,177,Chicago,B,63.611046,88.848267,0,3.345521,4.4606948,.90221184,89.901047,81.798828,3.2518833,11.151733
B19,B,53.768063,2578,2312,12,87,151,1641,19,182,1440,871,762,109,2578,51,Chicago,B,53.768063,89.681923,.46547711,3.3747091,5.8572536,1.1578306,87.751373,87.485649,1.9782777,10.318077
B2,B,57.035133,4492,3808,129,172,258,2546,21,427,2098,1343,1034,309,3593,118,Chicago,B,57.035133,84.772926,2.8717721,3.8290293,5.7435441,.82482326,82.40377,76.991806,3.2841637,15.227074
B20,B,50.792904,3688,3328,0,123,56,2250,18,158,2074,1216,1122,94,3688,49,Chicago,B,50.792904,90.238609,0,3.3351409,1.5184382,.80000001,92.17778,92.269737,1.3286334,9.7613907
B21,B,47.28154,4639,3987,18,333,170,3059,29,237,2793,1560,1500,60,4639,66,Chicago,B,47.28154,85.945244,.38801464,7.1782713,3.664583,.94802225,91.304344,96.153847,1.4227204,14.054756
B22,B,54.372234,1993,1770,0,75,51,1250,18,82,1150,668,632,36,1993,49,Chicago,B,54.372234,88.810837,0,3.7631712,2.5589564,1.4400001,92,94.610779,2.4586051,11.189163
B23,B,50.422203,3466,2934,16,279,46,2147,119,266,1762,1158,943,215,3457,194,Chicago,B,50.422203,84.650894,.46162724,8.0496254,1.3271784,5.5426178,82.068001,81.43351,5.6118021,15.349106
B24,B,55.275707,5917,5484,81,130,180,4003,72,972,2959,2179,1844,335,5917,94,Chicago,B,55.275707,92.682106,1.368937,2.1970594,3.0420821,1.798651,73.919563,84.625977,1.5886428,7.317894
B25,B,61.251251,3138,2298,35,521,204,2225,59,496,1670,1091,1003,88,3138,193,Chicago,B,61.251251,73.231354,1.1153601,16.602932,6.5009561,2.6516855,75.056183,91.934006,6.1504145,26.768646
B26,B,51.642067,9547,8486,13,492,265,6454,35,839,5580,3472,3057,415,9474,324,Chicago,B,51.642067,88.886559,.13616844,5.1534514,2.7757411,.54229933,86.458008,88.047234,3.4198861,11.113441
B27,B,61.577221,9870,8546,64,691,283,6559,75,700,5784,3609,3063,546,9775,303,Chicago,B,61.577221,86.585609,.64842957,7.0010133,2.8672745,1.1434669,88.184174,84.871155,3.0997443,13.414391
B28,B,60.15707,12383,10672,155,813,318,8014,120,849,7045,4577,3682,895,11821,528,Chicago,B,60.15707,86.182671,1.251716,6.5654526,2.5680368,1.4973795,87.908661,80.445709,4.4666271,13.817329
B29,B,53.518665,3771,2790,48,551,183,2613,127,932,1554,1259,1115,144,3771,50,Chicago,B,53.518665,73.98568,1.272872,14.611509,4.8528242,4.8603139,59.47187,88.562347,1.3259083,26.01432
B3,B,49.844109,8593,7556,26,581,315,6204,86,1282,4836,3518,2837,681,8500,303,Chicago,B,49.844109,87.932037,.30257186,6.7613173,3.6657746,1.3862025,77.949707,80.64241,3.5647058,12.067963
B30,B,51.93187,2391,1939,148,114,126,1685,50,252,1383,912,895,17,2391,18,Chicago,B,51.93187,81.095779,6.1898789,4.7678795,5.2697616,2.9673591,82.077148,98.135963,.75282311,18.904221
B31,B,25.154922,12854,5104,1588,4484,1328,9364,830,4793,3741,4799,2175,2624,12689,1163,Chicago,B,25.154922,39.707485,12.354131,34.884083,10.331414,8.8637333,39.950874,45.321941,9.1654186,60.292515
B32,B,45.727776,1646,959,64,470,67,1238,140,366,732,643,608,35,1646,110,Chicago,B,45.727776,58.262455,3.8882139,28.554071,4.0704737,11.308562,59.127625,94.556763,6.6828675,41.737545
B33,B,40.799725,5553,3137,229,1332,231,4251,201,1915,2135,2307,1676,631,5545,728,Chicago,B,40.799725,56.491985,4.1238971,23.987034,4.1599135,4.7282991,50.223476,72.64846,13.128945,43.508015
B34,B,22.524353,3932,2083,186,447,601,2854,358,1247,1249,1628,944,684,3932,761,Chicago,B,22.524353,52.975586,4.7304173,11.36826,15.284842,12.543798,43.763138,57.985256,19.354019,47.024414
B35,B,30.67647,22267,9412,1212,7475,2620,15404,1680,6537,7187,7416,5132,2284,22247,2658,Chicago,B,30.67647,42.268829,5.4430323,33.569859,11.766291,10.906259,46.656712,69.201729,11.947679,57.731171
B36,B,35.247852,3743,2538,9,780,343,2836,214,1046,1576,1291,1254,37,3715,149,Chicago,B,35.247852,67.806572,.24044883,20.8389,9.1637726,7.5458393,55.571228,97.134003,4.010767,32.193428
B37,B,43.863415,5455,4671,253,173,145,3757,63,630,3064,2007,1682,325,5152,212,Chicago,B,43.863415,85.627861,4.6379466,3.1714025,2.6581118,1.6768699,81.554428,83.806679,4.1149068,14.372139
